t_s,ball_x_px,ball_y_px,setpoint_x_px,setpoint_y_px,err_x_m_window,err_y_m_window,servo1_deg,servo2_deg,servo3_deg
3.882745027542114258e+00,2.503461608886718750e+02,1.869615325927734375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.968401208519935608e-03,9.884083643555641174e-03,1.779843550870387858e+01,4.122289638405619883e+01,4.378082837034481400e+01
3.914513587951660156e+00,2.508684234619140625e+02,1.868157958984375000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.764943547546863556e-03,9.940857999026775360e-03,1.940786134173226074e+01,3.898080919858188054e+01,4.449212548232113562e+01
3.969613313674926758e+00,2.510562896728515625e+02,1.866291351318359375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.691756494343280792e-03,1.001357566565275192e-02,1.944669405618095581e+01,3.967958706608663277e+01,4.375140932350301171e+01
3.997348785400390625e+00,2.517383270263671875e+02,1.869746704101562500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.426055751740932465e-03,9.878965094685554504e-03,2.051816528767895420e+01,3.798770344447766689e+01,4.440533568797899022e+01
4.033343553543090820e+00,2.512864227294921875e+02,1.884724426269531250e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.602103658020496368e-03,9.295478463172912598e-03,2.263409504134534700e+01,3.902458503797603129e+01,4.125886820811124522e+01
4.057923316955566406e+00,2.505454559326171875e+02,1.868181762695312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.890761967748403549e-03,9.939931333065032959e-03,1.504286808969089151e+01,4.367683105032499213e+01,4.388910698002074184e+01
4.091562747955322266e+00,2.504787292480468750e+02,1.872702178955078125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.916756577789783478e-03,9.763829410076141357e-03,2.068101763302531992e+01,3.945435316902296563e+01,4.277002628775516513e+01
4.132590293884277344e+00,2.504528350830078125e+02,1.870603790283203125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.926844198256731033e-03,9.845576249063014984e-03,1.935106636522722212e+01,4.001711363944941979e+01,4.350315189202384403e+01
4.165847778320312500e+00,2.512352905273437500e+02,1.875098114013671875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.622023250907659531e-03,9.670490399003028870e-03,2.081677014914756541e+01,3.762668718296259840e+01,4.447321321362971958e+01
4.194482326507568359e+00,2.521601715087890625e+02,1.882906494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.261717829853296280e-03,9.366299957036972046e-03,2.152811079001973482e+01,3.705878275785551068e+01,4.433992937597999884e+01
4.220570087432861328e+00,2.520357208251953125e+02,1.875535736083984375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.310200154781341553e-03,9.653442539274692535e-03,1.799298838566747705e+01,4.074510315254434545e+01,4.407876969272993506e+01
4.250588417053222656e+00,2.514717712402343750e+02,1.878458862304687500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.529897753149271011e-03,9.539566002786159515e-03,2.042419146871550240e+01,4.046139917268003217e+01,4.199766982754977818e+01
4.283424854278564453e+00,2.503673400878906250e+02,1.878979644775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.960150621831417084e-03,9.519278071820735931e-03,1.986848458788348637e+01,4.174313125574335004e+01,4.122916982820587606e+01
4.321970701217651367e+00,2.501329650878906250e+02,1.884526367187500000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.051456090062856674e-03,9.303194470703601837e-03,2.080588028648499233e+01,3.966032113058700759e+01,4.243742200454368430e+01
4.366560697555541992e+00,2.508612670898437500e+02,1.882439422607421875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.767731461673974991e-03,9.384495206177234650e-03,1.946458974416730570e+01,3.899501179841140441e+01,4.442291633826933150e+01
4.395727634429931641e+00,2.513299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.585132632404565811e-03,9.293290786445140839e-03,2.034589705890699918e+01,3.849397832649461293e+01,4.406737400186689513e+01
4.426687479019165039e+00,2.517182464599609375e+02,1.886542816162109375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.433878395706415176e-03,9.224640205502510071e-03,2.018797274259011942e+01,3.875967385098645224e+01,4.395514092025449315e+01
4.458958625793457031e+00,2.520076446533203125e+02,1.887079467773437500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.321137607097625732e-03,9.203733876347541809e-03,1.991847196600049941e+01,3.904900045372988870e+01,4.392741222998061801e+01
4.495220184326171875e+00,2.506131439208984375e+02,1.878266448974609375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.864392966032028198e-03,9.547062218189239502e-03,1.807236839274022699e+01,4.270907640697598140e+01,4.199395529689346063e+01
4.529760599136352539e+00,2.502257995605468750e+02,1.870000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.015290506184101105e-03,9.869097732007503510e-03,1.797363810957579133e+01,4.129289180659597491e+01,4.354122195879594415e+01
4.555276632308959961e+00,2.505454559326171875e+02,1.878181762695312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.890761967748403549e-03,9.550360962748527527e-03,2.188740536595850017e+01,3.801550971800448764e+01,4.302883676984186678e+01
4.587017536163330078e+00,2.511600036621093750e+02,1.875599975585937500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.651352927088737488e-03,9.650940075516700745e-03,1.910566820832103119e+01,3.892827510272137914e+01,4.483685222586124297e+01
4.619000911712646484e+00,2.521601715087890625e+02,1.882906494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.261717829853296280e-03,9.366299957036972046e-03,2.129329943269895864e+01,3.708789630613203769e+01,4.454174184408877579e+01
4.659087181091308594e+00,2.517383270263671875e+02,1.879746704101562500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.426055751740932465e-03,9.489395655691623688e-03,1.913538669827451244e+01,4.060052724534980229e+01,4.312094598534022794e+01
4.690123558044433594e+00,2.509285736083984375e+02,1.873571472167968750e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.741511005908250809e-03,9.729963727295398712e-03,1.804064643140863922e+01,4.228227661157277595e+01,4.246445245046642469e+01
4.715322971343994141e+00,2.501944427490234375e+02,1.875694427490234375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.027506198734045029e-03,9.647260420024394989e-03,2.012384623629272795e+01,4.101684223281203856e+01,4.172511523942981881e+01
4.762634277343750000e+00,2.500376281738281250e+02,1.872714996337890625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.088596303015947342e-03,9.763330221176147461e-03,1.917146914269612878e+01,4.029011338810259701e+01,4.340118812015953154e+01
4.804729700088500977e+00,2.506131439208984375e+02,1.878266448974609375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.864392966032028198e-03,9.547062218189239502e-03,2.060515351684618324e+01,3.852997053740682531e+01,4.377745206209502271e+01
4.851761817932128906e+00,2.511600036621093750e+02,1.875599975585937500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.651352927088737488e-03,9.650940075516700745e-03,1.921719829855779693e+01,3.930475542189959981e+01,4.435162375285366210e+01
4.863175630569458008e+00,2.520376281738281250e+02,1.882714996337890625e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.309456959366798401e-03,9.373759850859642029e-03,2.300333088177497842e+01,3.454229395251270773e+01,4.535904575952223183e+01
4.893428564071655273e+00,2.515283050537109375e+02,1.888207550048828125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.507873836904764175e-03,9.159786626696586609e-03,2.101641799959068635e+01,4.009197074800243854e+01,4.178809947673170910e+01
4.923120260238647461e+00,2.509221038818359375e+02,1.885703582763671875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.744031164795160294e-03,9.257333353161811829e-03,1.911763242549217878e+01,4.122608109846515845e+01,4.249984965338354215e+01
4.956197977066040039e+00,2.502325134277343750e+02,1.874783935546875000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.012674886733293533e-03,9.682729840278625488e-03,1.730208703724295560e+01,4.215610900621704360e+01,4.330560565419909125e+01
4.993788480758666992e+00,2.498255767822265625e+02,1.862383728027343750e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.171205081045627594e-03,1.016580499708652496e-02,1.708199269355538519e+01,4.174713017651140490e+01,4.393313458663336490e+01
5.024348735809326172e+00,2.503302307128906250e+02,1.868274230957031250e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.974607076495885849e-03,9.936328977346420288e-03,2.082941860960770697e+01,3.832646977921548626e+01,4.376155333680923576e+01
5.051199913024902344e+00,2.509730834960937500e+02,1.874320068359375000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.724171176552772522e-03,9.700801223516464233e-03,2.104169806694593348e+01,3.779572081727560828e+01,4.408420947491908493e+01
5.083264589309692383e+00,2.521601715087890625e+02,1.882906494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.261717829853296280e-03,9.366299957036972046e-03,2.140929333421463454e+01,3.677182619429849808e+01,4.474108209074414333e+01
5.114284038543701172e+00,2.520000000000000000e+02,1.875000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.324115511029958725e-03,9.674312546849250793e-03,1.779423056579362594e+01,4.089428213558439040e+01,4.411829315333912405e+01
5.168355226516723633e+00,2.512268066406250000e+02,1.873865966796875000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.625328514724969864e-03,9.718491695821285248e-03,1.939537029278767832e+01,4.071700650360978102e+01,4.274858428799710452e+01
5.200157642364501953e+00,2.496250000000000000e+02,1.865000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.249343976378440857e-03,1.006388291716575623e-02,1.731143041822806694e+01,4.416724343089519778e+01,4.122048192174202796e+01
5.233272790908813477e+00,2.496188659667968750e+02,1.860825195312500000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.251733284443616867e-03,1.022652070969343185e-02,1.859410883976794082e+01,4.041880447408864541e+01,4.383034913663449572e+01
5.257907390594482422e+00,2.504528350830078125e+02,1.870603790283203125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.926844198256731033e-03,9.845576249063014984e-03,2.216582959044108847e+01,3.666855624479214981e+01,4.409818383452837054e+01
5.290958881378173828e+00,2.515492095947265625e+02,1.864108581542968750e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.499729886651039124e-03,1.009861007332801819e-02,1.806665239549945312e+01,3.860571161084849479e+01,4.615344250031748174e+01
5.329164981842041016e+00,2.513785858154296875e+02,1.876959838867187500e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.566199775785207748e-03,9.597963653504848480e-03,2.189984640540075134e+01,3.893346531112079845e+01,4.208868333265851192e+01
5.363095998764038086e+00,2.506988830566406250e+02,1.869708557128906250e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.830991547554731369e-03,9.880451485514640808e-03,1.801789371174533372e+01,4.171209409570051463e+01,4.307095611256344370e+01
5.387291908264160156e+00,2.493695678710937500e+02,1.858768157958984375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.348852533847093582e-03,1.030665636062622070e-02,1.622811978807081701e+01,4.461713860709618018e+01,4.179689818350151143e+01
5.418732166290283203e+00,2.489930725097656250e+02,1.863587188720703125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.495523732155561447e-03,1.011892128735780716e-02,2.041233982847005635e+01,4.025242268446385907e+01,4.222306467491753779e+01
5.450468778610229492e+00,2.500357208251953125e+02,1.855535736083984375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.089339498430490494e-03,1.043258141726255417e-02,1.749114135889278288e+01,3.895196477479773733e+01,4.635529515429747960e+01
5.495194196701049805e+00,2.506131439208984375e+02,1.868266448974609375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.864392966032028198e-03,9.936631657183170319e-03,2.146498709299743979e+01,3.815988071332036924e+01,4.330236597853547664e+01
5.524205923080444336e+00,2.519553375244140625e+02,1.869956817626953125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.341514945030212402e-03,9.870779700577259064e-03,1.988340475659677509e+01,3.659310143538550619e+01,4.640047954982050271e+01
5.561869859695434570e+00,2.507019195556640625e+02,1.875336608886718750e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.829808302223682404e-03,9.661199524998664856e-03,2.033804194839378710e+01,4.116001911725943074e+01,4.136544657211682363e+01
5.594416379928588867e+00,2.494528350830078125e+02,1.870603790283203125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.316414102911949158e-03,9.845576249063014984e-03,1.841985551362275331e+01,4.268976792970719458e+01,4.167526907447087581e+01
5.627176523208618164e+00,2.491601715087890625e+02,1.872906494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.430427078157663345e-03,9.755869396030902863e-03,1.994237209383087972e+01,4.033130043320555558e+01,4.260569625638363789e+01
5.670818567276000977e+00,2.493551025390625000e+02,1.883926696777343750e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.354487501084804535e-03,9.326555766165256500e-03,2.122298223998068067e+01,3.891126036840657321e+01,4.278437463816040776e+01
5.699523687362670898e+00,2.505563354492187500e+02,1.880140838623046875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.886523518711328506e-03,9.474041871726512909e-03,1.851445175255590314e+01,3.777146479701322335e+01,4.655286656940072021e+01
5.728423118591308594e+00,2.517193908691406250e+02,1.890959167480468750e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.433432292193174362e-03,9.052592329680919647e-03,2.260208509438576385e+01,3.552568320003864244e+01,4.479469418506454303e+01
5.754576206207275391e+00,2.519553375244140625e+02,1.889956817626953125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.341514945030212402e-03,9.091640822589397430e-03,1.936891322614133060e+01,3.943612997584070001e+01,4.407245052259286666e+01
5.786859989166259766e+00,2.508684234619140625e+02,1.888157958984375000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.764943547546863556e-03,9.161719121038913727e-03,1.917351783487497130e+01,4.195664744583586270e+01,4.169428151567375807e+01
5.828025817871093750e+00,2.498381347656250000e+02,1.894379425048828125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.166312843561172485e-03,8.919348940253257751e-03,2.082974446361363974e+01,4.100441852896769745e+01,4.103630218047715061e+01
5.856872797012329102e+00,2.489499969482421875e+02,1.894250030517578125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.512304767966270447e-03,8.924390189349651337e-03,1.957644402398816297e+01,4.157914855162376710e+01,4.168698606884954927e+01
5.883532047271728516e+00,2.497816162109375000e+02,1.897356262207031250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.188330706208944321e-03,8.803380653262138367e-03,2.034732474285428339e+01,3.793479389898863019e+01,4.462478175122671331e+01
5.914747714996337891e+00,2.508684234619140625e+02,1.898157958984375000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.764943547546863556e-03,8.772148750722408295e-03,1.980777314283109902e+01,3.771578156349278288e+01,4.536634236373728157e+01
5.961908102035522461e+00,2.517400054931640625e+02,1.902866668701171875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.425401497632265091e-03,8.588711731135845184e-03,2.033911424615302010e+01,3.835640283792064054e+01,4.421178090517892656e+01
6.003532171249389648e+00,2.506131439208984375e+02,1.898266448974609375e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.864392966032028198e-03,8.767922408878803253e-03,1.883546337555617001e+01,4.179952473368997090e+01,4.218729605433785679e+01
6.031306743621826172e+00,2.495568847656250000e+02,1.895073394775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.275879219174385071e-03,8.892314508557319641e-03,1.871291689415749104e+01,4.272953712857416519e+01,4.134715425120275967e+01
6.057981729507446289e+00,2.485810852050781250e+02,1.889324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.116279892623424530e-03,1.815565474402410118e+01,4.260749051898815765e+01,4.201782367503874838e+01
6.090771675109863281e+00,2.485810852050781250e+02,1.889324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.116279892623424530e-03,1.951604550847090636e+01,4.005095003992215652e+01,4.330810384236710320e+01
6.122252702713012695e+00,2.496684265136718750e+02,1.894220428466796875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.232426036149263382e-03,8.925543166697025299e-03,2.062438882227042569e+01,3.742905204320469181e+01,4.485760111772931680e+01
6.164994716644287109e+00,2.505193786621093750e+02,1.889224853515625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.900920834392309189e-03,9.120156057178974152e-03,1.857791897789824276e+01,3.903423803017022919e+01,4.523850586949917840e+01
6.194165468215942383e+00,2.509347839355468750e+02,1.885724639892578125e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.739091429859399796e-03,9.256513789296150208e-03,1.864335812653920854e+01,3.947114224699265606e+01,4.473820094868057140e+01
6.222077131271362305e+00,2.503069152832031250e+02,1.875806884765625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.983690265566110611e-03,9.642879478633403778e-03,1.728073905124760756e+01,4.205591976443621149e+01,4.342844856378509633e+01
6.250485658645629883e+00,2.487182464599609375e+02,1.876542816162109375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.602587644010782242e-03,9.614209644496440887e-03,1.954434270862387280e+01,4.323347722151763861e+01,3.999964490580561005e+01
6.283426284790039062e+00,2.485810852050781250e+02,1.879324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.505849331617355347e-03,1.998817741130167747e+01,4.007196170409297054e+01,4.282473108697317343e+01
6.314229726791381836e+00,2.492572784423828125e+02,1.882281494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.392596755176782608e-03,9.390648454427719116e-03,2.004789170683154964e+01,3.851315925551832464e+01,4.433891336463029376e+01
6.366478919982910156e+00,2.503673400878906250e+02,1.878979644775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.960150621831417084e-03,9.519278071820735931e-03,1.892536470038958640e+01,3.895595463202540287e+01,4.498292623132174128e+01
6.400447368621826172e+00,2.509723052978515625e+02,1.884348602294921875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.724474322050809860e-03,9.310119785368442535e-03,2.046659670509539808e+01,3.840131365429120081e+01,4.404220152504687746e+01
6.426556348800659180e+00,2.499347839355468750e+02,1.885724639892578125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.128661334514617920e-03,9.256513789296150208e-03,1.978196262815537310e+01,4.208166400160646248e+01,4.096435233476678661e+01
6.458389997482299805e+00,2.486676177978515625e+02,1.880890197753906250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.622310727834701538e-03,9.444848634302616119e-03,1.831695159860706923e+01,4.288134112838903178e+01,4.157747753711520744e+01
6.498501777648925781e+00,2.485810852050781250e+02,1.879324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.505849331617355347e-03,1.907585455720387202e+01,4.038542968058264648e+01,4.339743015315856667e+01
6.528016090393066406e+00,2.495211334228515625e+02,1.878239440917968750e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.289807148277759552e-03,9.548114612698554993e-03,1.907563021363848677e+01,3.835248387766755229e+01,4.544016031106045261e+01
6.554670810699462891e+00,2.503507690429687500e+02,1.884073791503906250e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.966606084257364273e-03,9.320825338363647461e-03,2.088278914355908711e+01,3.744406052637927473e+01,4.459028060974461738e+01
6.586582183837890625e+00,2.509221038818359375e+02,1.885703582763671875e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.744031164795160294e-03,9.257333353161811829e-03,1.974143779071146554e+01,3.872436527252052940e+01,4.442551923541503811e+01
6.620779752731323242e+00,2.502355499267578125e+02,1.884658813476562500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.011492107063531876e-03,9.298034943640232086e-03,1.916306885753176559e+01,4.123676777991248343e+01,4.244449012347176620e+01
6.649961709976196289e+00,2.493551025390625000e+02,1.883926696777343750e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.354487501084804535e-03,9.326555766165256500e-03,1.918819033576919963e+01,4.187149042321969716e+01,4.176769130794999541e+01
6.691361188888549805e+00,2.488684234619140625e+02,1.878157958984375000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.544082891196012497e-03,9.551288560032844543e-03,1.825864601605580972e+01,4.135211093127231408e+01,4.320595483787153057e+01
6.720101118087768555e+00,2.492632293701171875e+02,1.880933074951171875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.390278693288564682e-03,9.443178772926330566e-03,1.992007706555563828e+01,3.908736589576334097e+01,4.388725288070514807e+01
6.761941194534301758e+00,2.495916748046875000e+02,1.873242034912109375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.262326147407293320e-03,9.742798283696174622e-03,1.794942267555826376e+01,4.026230587048897291e+01,4.460826447730282496e+01
6.794377088546752930e+00,2.503673400878906250e+02,1.878979644775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.960150621831417084e-03,9.519278071820735931e-03,2.048501069119559759e+01,3.807787616819925347e+01,4.434771276566441145e+01
6.834100961685180664e+00,2.504142913818359375e+02,1.875000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,5.941859912127256393e-03,9.674312546849250793e-03,1.853075413426114793e+01,4.030638386703842002e+01,4.400525734981609816e+01
6.866616010665893555e+00,2.496911773681640625e+02,1.880000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.223563104867935181e-03,9.479528293013572693e-03,2.034356992926445429e+01,4.084310528320918365e+01,4.168607913098686168e+01
6.890940904617309570e+00,2.498593139648437500e+02,1.888574218750000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.158062256872653961e-03,9.145502932369709015e-03,2.166512913845657806e+01,3.852372552096603187e+01,4.273750379358561702e+01
6.921825885772705078e+00,2.498647003173828125e+02,1.886764678955078125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.155963987112045288e-03,9.215996600687503815e-03,1.893330996799957688e+01,4.021771640865975428e+01,4.370576964180001767e+01
6.954644441604614258e+00,2.492326660156250000e+02,1.883019866943359375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.402185186743736267e-03,9.361883625388145447e-03,1.850524236957519264e+01,4.158386312705474097e+01,4.273019493617350406e+01
6.994839906692504883e+00,2.491600036621093750e+02,1.875599975585937500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.430492270737886429e-03,9.650940075516700745e-03,1.778857769774764463e+01,4.094232462784309234e+01,4.407502910222842729e+01
7.026096343994140625e+00,2.493299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.364271976053714752e-03,9.293290786445140839e-03,2.137354967269586581e+01,3.876722649008142696e+01,4.278083742757510066e+01
7.053577184677124023e+00,2.493095703125000000e+02,1.889568481445312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.372225470840930939e-03,9.106769226491451263e-03,2.034676466243779913e+01,3.962815793819378030e+01,4.292305454415700439e+01
7.082696914672851562e+00,2.495283050537109375e+02,1.888207550048828125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.287013180553913116e-03,9.159786626696586609e-03,1.899866868769098716e+01,3.979095625890070664e+01,4.407369694022609963e+01
7.113660097122192383e+00,2.496089782714843750e+02,1.889369354248046875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.255585234612226486e-03,9.114526212215423584e-03,1.958554074058161731e+01,3.978629090233738452e+01,4.350835680501765523e+01
7.171835660934448242e+00,2.492680358886718750e+02,1.883659820556640625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.388406269252300262e-03,9.336952120065689087e-03,1.853237962493330926e+01,4.082721245072422533e+01,4.347569883933209667e+01
7.198300123214721680e+00,2.488339843750000000e+02,1.889732208251953125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.557499524205923080e-03,9.100390598177909851e-03,2.072374122112090333e+01,4.028978962330651825e+01,4.187646872557269973e+01
7.232231378555297852e+00,2.492326660156250000e+02,1.883019866943359375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.402185186743736267e-03,9.361883625388145447e-03,1.790595944651938964e+01,4.010876744030599639e+01,4.480444042285486006e+01
7.257866859436035156e+00,2.493299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.364271976053714752e-03,9.293290786445140839e-03,1.972653847362235524e+01,3.967364260305513568e+01,4.348473486163899082e+01
7.290373325347900391e+00,2.494637451171875000e+02,1.879441070556640625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.312164012342691422e-03,9.501302614808082581e-03,1.806262892839644607e+01,4.043808742657856214e+01,4.432244579730392786e+01
7.331529855728149414e+00,2.490197601318359375e+02,1.878774719238281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.485126912593841553e-03,9.527261368930339813e-03,1.907154695652835841e+01,4.086278780612320816e+01,4.291600679049915357e+01
7.359304428100585938e+00,2.492864227294921875e+02,1.884724426269531250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.381243467330932617e-03,9.295478463172912598e-03,2.065506780905882778e+01,3.891115697035001375e+01,4.334491373642153178e+01
7.386422395706176758e+00,2.492572784423828125e+02,1.882281494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.392596755176782608e-03,9.390648454427719116e-03,1.858668309201602398e+01,4.050278617144782345e+01,4.375244875889772800e+01
7.418057203292846680e+00,2.492850494384765625e+02,1.886308441162109375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.381778046488761902e-03,9.233769960701465607e-03,2.011813373436962138e+01,3.965428868703445175e+01,4.312114210887068566e+01
7.449851751327514648e+00,2.492850494384765625e+02,1.886308441162109375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.381778046488761902e-03,9.233769960701465607e-03,1.923665736577645546e+01,4.012881602470851305e+01,4.350131572550394310e+01
7.482382774353027344e+00,2.492056732177734375e+02,1.889007110595703125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.412700749933719635e-03,9.128638543188571930e-03,1.982819688281243131e+01,3.999124860878440302e+01,4.306357952064852412e+01
7.524538755416870117e+00,2.495211334228515625e+02,1.888239440917968750e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.289807148277759552e-03,9.158544242382049561e-03,1.909987144202484899e+01,3.968740328934170947e+01,4.408013223853978957e+01
7.561944246292114258e+00,2.489545440673828125e+02,1.885000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.510532926768064499e-03,9.284743107855319977e-03,1.867671492982523773e+01,4.118489031179757376e+01,4.297150189230489303e+01
7.594560146331787109e+00,2.492155914306640625e+02,1.883532104492187500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.408837158232927322e-03,9.341928176581859589e-03,1.887286790703783623e+01,3.984908139861117604e+01,4.413673848061323213e+01
7.626749515533447266e+00,2.492326660156250000e+02,1.883019866943359375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.402185186743736267e-03,9.361883625388145447e-03,1.906305952109228130e+01,4.018563373693641694e+01,4.361241745156739569e+01
7.665165662765502930e+00,2.491428527832031250e+02,1.892142791748046875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.437173578888177872e-03,9.006481617689132690e-03,2.093317985663306757e+01,3.945960302625819338e+01,4.251546459232275765e+01
7.695394039154052734e+00,2.493299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.364271976053714752e-03,9.293290786445140839e-03,1.747973266451154828e+01,4.060373722840454036e+01,4.471249066692998753e+01
7.723953962326049805e+00,2.489004974365234375e+02,1.886486206054687500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.531588267534971237e-03,9.226845577359199524e-03,1.958330676740627396e+01,4.081935905027718547e+01,4.246000297926335776e+01
