t_s,ball_x_px,ball_y_px,setpoint_x_px,setpoint_y_px,err_x_m_window,err_y_m_window,servo1_deg,servo2_deg,servo3_deg
7.755787849426269531e+00,2.492864227294921875e+02,1.884724426269531250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.381243467330932617e-03,9.295478463172912598e-03,1.878411639957178636e+01,3.965037671152090581e+01,4.442255555304920023e+01
7.786601305007934570e+00,2.488684234619140625e+02,1.888157958984375000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.544082891196012497e-03,9.161719121038913727e-03,1.996022821670832670e+01,4.059230711494615207e+01,4.232171492823173509e+01
7.819297552108764648e+00,2.492680358886718750e+02,1.883659820556640625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.388406269252300262e-03,9.336952120065689087e-03,1.819154151174299017e+01,3.992781827970004827e+01,4.471315664028326609e+01
7.854963541030883789e+00,2.493299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.364271976053714752e-03,9.293290786445140839e-03,1.937173220076659064e+01,3.995782840716850615e+01,4.354305886103522027e+01
7.889348506927490234e+00,2.492239532470703125e+02,1.888385467529296875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.405579391866922379e-03,9.152855724096298218e-03,1.999546977256905222e+01,3.996970119959907919e+01,4.292150198871436118e+01
7.913965463638305664e+00,2.492572784423828125e+02,1.882281494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.392596755176782608e-03,9.390648454427719116e-03,1.768761379183968430e+01,4.080277988643328513e+01,4.431298722330839013e+01
7.962768077850341797e+00,2.492572784423828125e+02,1.892281494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.392596755176782608e-03,9.001078084111213684e-03,2.061095084866418858e+01,3.946830340216193633e+01,4.282499190591948235e+01
8.004412651062011719e+00,2.491601715087890625e+02,1.882906494140625000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.430427078157663345e-03,9.366299957036972046e-03,1.721970919969983882e+01,4.125463249551215483e+01,4.430203802093213028e+01
8.037011384963989258e+00,2.491868743896484375e+02,1.894393920898437500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.420024204999208450e-03,8.918784558773040771e-03,2.141753364405647631e+01,3.903754851259765246e+01,4.246349338953011454e+01
8.071458339691162109e+00,2.493907775878906250e+02,1.885914459228515625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.340589839965105057e-03,9.249119088053703308e-03,1.728031669258841418e+01,4.068392398121753217e+01,4.482138503862080370e+01
8.096476793289184570e+00,2.495568847656250000e+02,1.895073394775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.275879219174385071e-03,8.892314508557319641e-03,2.125968983235694409e+01,3.881425354218194457e+01,4.284611080720193144e+01
8.123093366622924805e+00,2.495568847656250000e+02,1.895073394775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.275879219174385071e-03,8.892314508557319641e-03,1.919914525565949148e+01,4.012512014959192896e+01,4.354153023899468167e+01
8.155182361602783203e+00,2.492056732177734375e+02,1.889007110595703125e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.412700749933719635e-03,9.128638543188571930e-03,1.786264103143038184e+01,4.139473092096508822e+01,4.354433962003707137e+01
8.195546388626098633e+00,2.488593139648437500e+02,1.888574218750000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.547631695866584778e-03,9.145502932369709015e-03,1.904794889869130969e+01,4.075624349186765016e+01,4.304757218133947561e+01
8.230033636093139648e+00,2.485810852050781250e+02,1.879324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.505849331617355347e-03,1.688555935955360354e+01,4.182383793810597439e+01,4.404214591321120054e+01
8.257847785949707031e+00,2.490850830078125000e+02,1.894196929931640625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.459678988903760910e-03,8.926458656787872314e-03,2.267325541041224568e+01,3.746027198276342318e+01,4.280377491446476057e+01
8.285806417465209961e+00,2.493551025390625000e+02,1.883926696777343750e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.354487501084804535e-03,9.326555766165256500e-03,1.684899961113813660e+01,4.077541780564773433e+01,4.513807974979797422e+01
8.314739465713500977e+00,2.493299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.364271976053714752e-03,9.293290786445140839e-03,1.926917437769622765e+01,4.015945515675204547e+01,4.343863434642744892e+01
8.367744445800781250e+00,2.492304840087890625e+02,1.879519042968750000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.403035484254360199e-03,9.498264640569686890e-03,1.824463199931798130e+01,4.072467980546090871e+01,4.385750456069241210e+01
8.401791334152221680e+00,2.488593139648437500e+02,1.878574218750000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.547631695866584778e-03,9.535072371363639832e-03,1.881882729074580141e+01,4.091819992539948458e+01,4.310542497590581235e+01
8.433559894561767578e+00,2.488222503662109375e+02,1.883688201904296875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.562070921063423157e-03,9.335846640169620514e-03,2.017962796509011270e+01,3.978144232177891126e+01,4.293184075260852239e+01
8.469151258468627930e+00,2.491176452636718750e+02,1.875000000000000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.446993909776210785e-03,9.674312546849250793e-03,1.729444478584989753e+01,4.060233196483941498e+01,4.489021840051059087e+01
8.491041660308837891e+00,2.493649291992187500e+02,1.888933715820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.350659299641847610e-03,9.131497703492641449e-03,2.321907233249146074e+01,3.755048016777126207e+01,4.216572279042839710e+01
8.522696256637573242e+00,2.492864227294921875e+02,1.874724426269531250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.381243467330932617e-03,9.685048833489418030e-03,1.579477169122627700e+01,4.188773967014568456e+01,4.500710484557740187e+01
8.563586235046386719e+00,2.489723052978515625e+02,1.884348602294921875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.503613665699958801e-03,9.310119785368442535e-03,2.065252774815584758e+01,3.991821704265520054e+01,4.232655661707521944e+01
8.590556859970092773e+00,2.492326660156250000e+02,1.883019866943359375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.402185186743736267e-03,9.361883625388145447e-03,1.864495826361767072e+01,3.984286571853715486e+01,4.436293725606604710e+01
8.624220132827758789e+00,2.485487213134765625e+02,1.874131927490234375e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.668629590421915054e-03,9.708130732178688049e-03,1.713998954295407628e+01,4.229081773248475429e+01,4.332308151630013526e+01
8.650381326675415039e+00,2.485810852050781250e+02,1.889324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.116279892623424530e-03,2.300139323815806591e+01,3.827732371663908140e+01,4.164960338375345827e+01
8.683335304260253906e+00,2.483299865722656250e+02,1.884780578613281250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.753841880708932877e-03,9.293290786445140839e-03,1.801137081149883556e+01,4.123624655451062893e+01,4.356254438685672881e+01
8.714533090591430664e+00,2.491291198730468750e+02,1.894282226562500000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.442523561418056488e-03,8.923135697841644287e-03,2.110820934745319732e+01,3.779925338274374269e+01,4.401534325079144594e+01
8.769573211669921875e+00,2.486089782714843750e+02,1.889369354248046875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.645155139267444611e-03,9.114526212215423584e-03,1.838449833525149657e+01,4.114932193096672108e+01,4.329098241200217956e+01
8.794970273971557617e+00,2.485810852050781250e+02,1.889324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.116279892623424530e-03,1.900900197981146533e+01,4.035424860307423245e+01,4.349400110649204265e+01
8.827703237533569336e+00,2.485810852050781250e+02,1.889324340820312500e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.656021345406770706e-03,9.116279892623424530e-03,1.901489269148454753e+01,4.029094269891833591e+01,4.355246869458940751e+01
8.858864068984985352e+00,2.479424896240234375e+02,1.879944305419921875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.904799025505781174e-03,9.481697343289852142e-03,1.689009603298849527e+01,4.247205277604445683e+01,4.337651592259412325e+01
8.902557611465454102e+00,2.475492095947265625e+02,1.884108581542968750e+02,2.656666564941406250e+02,2.123333282470703125e+02,7.058009039610624313e-03,9.319470264017581940e-03,1.967809749644695927e+01,4.063025672006891398e+01,4.256020227797681343e+01
8.930276393890380859e+00,2.480459747314453125e+02,1.885545959472656250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.864484399557113647e-03,9.263474494218826294e-03,1.929339919162664430e+01,3.924519156902823624e+01,4.433768436805966218e+01
8.960186004638671875e+00,2.483673400878906250e+02,1.888979644775390625e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.739289965480566025e-03,9.129708632826805115e-03,1.975178267108606889e+01,3.936207430595558776e+01,4.377468175325180511e+01
8.987649440765380859e+00,2.482864227294921875e+02,1.884724426269531250e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.770812906324863434e-03,9.295478463172912598e-03,1.790742527525242878e+01,4.100639423378397908e+01,4.389604639959165411e+01
9.019262790679931641e+00,2.486089782714843750e+02,1.889369354248046875e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.645155139267444611e-03,9.114526212215423584e-03,1.999324500135703531e+01,3.923539369678320554e+01,4.366674490114587570e+01
9.050741910934448242e+00,2.478593139648437500e+02,1.888574218750000000e+02,2.656666564941406250e+02,2.123333282470703125e+02,6.937201600521802902e-03,9.145502932369709015e-03,1.879237855772210253e+01,4.181615011965360651e+01,4.221228904575569629e+01
9.092155933380126953e+00,2.471764984130859375e+02,1.892183685302734375e+02,2.656666564941406250e+02,2.123333282470703125e+02,7.203205954283475876e-03,9.004889056086540222e-03,1.964507143146220258e+01,4.113087711786907619e+01,4.208030036820081676e+01
9.120867490768432617e+00,2.473907775878906250e+02,1.885914459228515625e+02,2.656666564941406250e+02,2.123333282470703125e+02,7.119729183614253998e-03,9.249119088053703308e-03,1.746678182728125606e+01,4.072002685120151710e+01,4.460746352391480229e+01
